Description,UPC,Store,LOOKUP,CAT,"In Set, LTO, Sub",SOUTH VENDOR,S VIN,NORTH VENDOR,N VIN,Comments
SQUIRT 20OZ,078000016406,13,SQUIRT 20OZ13,PB,,7-UP,10001120,7-UP,10001120,
STARBUCKS DOUBLESHOT 7OZ,012000001772,13,STARBUCKS DOUBLESHOT 7OZ13,PB,,PEPSI,82697,PEPSI,82697,
STARBUCKS DS FRENCH VAN ZERO 15OZ,098100101277,13,STARBUCKS DS FRENCH VAN ZERO 15OZ13,PB,,PEPSI,1277,PEPSI,1277,
STARBUCKS DS MOCHA 15OZ,012000028458,13,STARBUCKS DS MOCHA 15OZ13,PB,,PEPSI,106008,PEPSI,106008,
STARBUCKS DS VANILLA 15OZ,012000028496,13,STARBUCKS DS VANILLA 15OZ13,PB,,PEPSI,106009,PEPSI,106009,
STARBUCKS FRAP CARAMEL 14OZ,012000016721,13,STARBUCKS FRAP CARAMEL 14OZ13,PB,,PEPSI,136599,PEPSI,136599,
STARBUCKS FRAP COFFEE 14OZ,012000001802,13,STARBUCKS FRAP COFFEE 14OZ13,PB,,PEPSI,69806,PEPSI,69806,
STARBUCKS FRAP MOCHA 14OZ,012000004520,13,STARBUCKS FRAP MOCHA 14OZ13,PB,,PEPSI,69807,PEPSI,69807,
STARBUCKS FRAP VANILLA 14OZ,012000813313,13,STARBUCKS FRAP VANILLA 14OZ13,PB,,PEPSI,88159,PEPSI,88159,
STARBUCKS FRAP WHITE CHOC 14OZ,012000151095,13,STARBUCKS FRAP WHITE CHOC 14OZ13,PB,,PEPSI,154902,PEPSI,154902,
STARBUCKS MOCHA PROTEIN 12OZ,098100101482,13,STARBUCKS MOCHA PROTEIN 12OZ13,PB,,PEPSI,1482,PEPSI,1482,
STARRY 20OZ,012000221514,13,STARRY 20OZ13,PB,,PEPSI,209798,PEPSI,209798,
STARRY ZERO SUGAR 20OZ,012000221521,13,STARRY ZERO SUGAR 20OZ13,PB,,PEPSI,209836,PEPSI,209836,
STORM GUAVA STRAWBERRY 12OZ,815154026147,13,STORM GUAVA STRAWBERRY 12OZ13,PB,,COKE,412590,COKE,412590,
TROPICANA APPLE 11OZ,048500205983,13,TROPICANA APPLE 11OZ13,PB,,PEPSI,129404,PEPSI,129404,
TROPICANA OJ NO PULP 11OZ,048500206034,13,TROPICANA OJ NO PULP 11OZ13,PB,,PEPSI,122531,PEPSI,122531,
Tum Es Apple 10OZ,883315090283,13,Tum Es Apple 10OZ13,PB,,COKE,155259,COKE,155259,
Tum Es Berry 10OZ,883315090276,13,Tum Es Berry 10OZ13,PB,,COKE,155186,COKE,155186,
Tum Es Punch 10OZ,883315090269,13,Tum Es Punch 10OZ13,PB,,COKE,155184,COKE,155184,
V8 VEGETABLE JUICE 12OZ,051000138033,13,V8 VEGETABLE JUICE 12OZ13,PB,,GRIFFIN,3234,GRIFFIN,3234,
VENOM FRUIT PUNCH 16OZ,078000023756,13,VENOM FRUIT PUNCH 16OZ13,PB,,7-UP,10146509,7-UP,10146509,
VENOM MANGO 16OZ,078000023763,13,VENOM MANGO 16OZ13,PB,,7-UP,10146510,7-UP,10146510,
VERNORS 20OZ,078000180404,13,VERNORS 20OZ13,PB,,7-UP,10001112,7-UP,10001112,
VITAMIN WATER NRG 20OZ,786162080004,13,VITAMIN WATER NRG 20OZ13,PB,,COKE,156091,COKE,156091,
VITAMIN WATER POWER C DRAGON 20OZ,786162010001,13,VITAMIN WATER POWER C DRAGON 20OZ13,PB,,COKE,156090,COKE,156090,
VITAMIN WATER XXX 20OZ,786162150004,13,VITAMIN WATER XXX 20OZ13,PB,,COKE,156089,COKE,156089,
VITAMIN WATER ZERO SQUEEZED 20OZ,786162002976,13,VITAMIN WATER ZERO SQUEEZED 20OZ13,PB,,COKE,156079,COKE,156079,
7UP 2LT,078000000344,13,7UP 2LT13,TAKE HOME,,7-UP,10001415,7-UP,10001415,
7UP ZERO SUGAR 2LT,078000000757,13,7UP ZERO SUGAR 2LT13,TAKE HOME,,7-UP,10001416,7-UP,10001416,
CEDAR CREST WATER DRINKING GAL,071600040512,13,CEDAR CREST WATER DRINKING GAL13,TAKE HOME,,CEDAR CREST,580010,CEDAR CREST,580010,
COKE 12PK,049000028904,13,COKE 12PK13,TAKE HOME,,COKE,115583,COKE,115583,
COKE 2LT,049000050103,13,COKE 2LT13,TAKE HOME,,COKE,132530,COKE,132530,
COKE ZERO 2LT,049000050141,13,COKE ZERO 2LT13,TAKE HOME,,COKE,132531,COKE,132531,
COUNTRY FRESH ORANGE JUICE HGL,041483001887,13,COUNTRY FRESH ORANGE JUICE HGL13,TAKE HOME,,CEDAR CREST,10091,CEDAR CREST,10091,
DASANI 24PK,049000031652,13,DASANI 24PK13,TAKE HOME,,COKE,116366,COKE,116366,
DIET COKE 12PK,049000028911,13,DIET COKE 12PK13,TAKE HOME,,COKE,115584,COKE,115584,
DIET COKE 2LT,049000050110,13,DIET COKE 2LT13,TAKE HOME,,COKE,132532,COKE,132532,
DR PEPPER 2LT,078000082463,13,DR PEPPER 2LT13,TAKE HOME,,7-UP,10001422,7-UP,10001422,
MTN DEW 12PK,012000809965,13,MTN DEW 12PK13,TAKE HOME,,PEPSI,83776,PEPSI,83776,
MTN DEW 2LT,012000002335,13,MTN DEW 2LT13,TAKE HOME,,PEPSI,3130,PEPSI,3130,
MTN DEW DIET 2LT,012000007460,13,MTN DEW DIET 2LT13,TAKE HOME,,PEPSI,3155,PEPSI,3155,
PEPSI 12PK,012000809941,13,PEPSI 12PK13,TAKE HOME,,PEPSI,83774,PEPSI,83774,
PEPSI 2LT,012000002304,13,PEPSI 2LT13,TAKE HOME,,PEPSI,9776,PEPSI,9776,
PEPSI DIET 12PK,012000171864,13,PEPSI DIET 12PK13,TAKE HOME,,PEPSI,166055,PEPSI,166055,
PEPSI DIET 2LT,012000171765,13,PEPSI DIET 2LT13,TAKE HOME,,PEPSI,166069,PEPSI,166069,
RC COLA 2LT PP 1.49,078000039481,13,RC COLA 2LT PP 1.4913,TAKE HOME,,7-UP,10161426,7-UP,10161426,
RC COLA CHERRY 2LT PP 1.49,078000050837,13,RC COLA CHERRY 2LT PP 1.4913,TAKE HOME,,7-UP,10006385,7-UP,10006385,
SPRITE 12PK,049000028928,13,SPRITE 12PK13,TAKE HOME,,COKE,115586,COKE,115586,
SPRITE 2LT,049000050158,13,SPRITE 2LT13,TAKE HOME,,COKE,132540,COKE,132540,
STARRY 2LT,012000221477,13,STARRY 2LT13,TAKE HOME,,PEPSI,209810,PEPSI,209810,
VERNORS 2LT,078000180466,13,VERNORS 2LT13,TAKE HOME,,7-UP,10000098,7-UP,10000098,
VERNORS ZERO SUGAR 2LT,078000182460,13,VERNORS ZERO SUGAR 2LT13,TAKE HOME,,7-UP,10001535,7-UP,10001535,
ANGRY ORCH 6PK BTL,087692821021,14,ANGRY ORCH 6PK BTL14,BEER,,FABIANO,81303,ALPENA,6602,
ARIZONA HARD MANGO 22OZ,613008769888,14,ARIZONA HARD MANGO 22OZ14,BEER,,NORTHERN PRODUCT,,GRIFFIN,8932,
BEAST MEAN GREEN 24OZ,810117130268,14,BEAST MEAN GREEN 24OZ14,BEER,,FABIANO,58308,GRIFFIN,8529,
BELLS HAZ HEART 6PK,740522416780,14,BELLS HAZ HEART 6PK14,BEER,,FABIANO,7523,GRIFFIN,7829,
BELLS OBERON 12PK,740522110664,14,BELLS OBERON 12PK14,BEER,,FABIANO,7556,GRIFFIN,2919,
BELLS SEASONAL 6PK BTL,740522100160,14,BELLS SEASONAL 6PK BTL14,BEER,,FABIANO,7710,GRIFFIN,1505,
BELLS TWO HEARTED 12PK,740522110862,14,BELLS TWO HEARTED 12PK14,BEER,,FABIANO,7896,GRIFFIN,3149,
BELLS TWO HEARTED 19OZ,740522120861,14,BELLS TWO HEARTED 19OZ14,BEER,,FABIANO,7589,GRIFFIN,6656,
BELLS TWO HEARTED 6PK B,740522100832,14,BELLS TWO HEARTED 6PK B14,BEER,,FABIANO,7709,GRIFFIN,1503,
BLIND LEMON VP 12PK,810117130923,14,BLIND LEMON VP 12PK14,BEER,,FABIANO,58290,GRIFFIN,9384,
BLUE MOON 6PK BTL,071990095116,14,BLUE MOON 6PK BTL14,BEER,,JPO,12302,ALPENA,1265,
BUD 15PK,018200113154,14,BUD 15PK14,BEER,,FABIANO,1185,GRIFFIN,680,
BUD 16OZ 6PK,018200000188,14,BUD 16OZ 6PK14,BEER,,FABIANO,1111,GRIFFIN,19,
BUD 24PK,018200111686,14,BUD 24PK14,BEER,,FABIANO,1109,GRIFFIN,18,
BUD 25OZ,018200250002,14,BUD 25OZ14,BEER,,FABIANO,1155,GRIFFIN,109,
BUD LGHT ALUM 16OZ 8PK,018200209987,14,BUD LGHT ALUM 16OZ 8PK14,BEER,,FABIANO,2163,GRIFFIN,112,
BUD LIGHT 15PK,018200533150,14,BUD LIGHT 15PK14,BEER,,FABIANO,2185,GRIFFIN,681,
BUD LIGHT 16OZ 6PK,018200001154,14,BUD LIGHT 16OZ 6PK14,BEER,,FABIANO,2111,GRIFFIN,52,
BUD LIGHT 20PK BTL,018200530258,14,BUD LIGHT 20PK BTL14,BEER,,FABIANO,2120,GRIFFIN,551,
BUD LIGHT 24PK,018200531682,14,BUD LIGHT 24PK14,BEER,,FABIANO,2109,GRIFFIN,51,
BUD LIGHT 25OZ,018200250019,14,BUD LIGHT 25OZ14,BEER,,FABIANO,2155,GRIFFIN,110,
BUD LIGHT 6PK BTL,018200008337,14,BUD LIGHT 6PK BTL14,BEER,,FABIANO,2102,GRIFFIN,46,
BUD LIGHT CHELADA 25OZ,018200255083,14,BUD LIGHT CHELADA 25OZ14,BEER,,FABIANO,2156,GRIFFIN,6102,
BUSCH 12PK,018200610479,14,BUSCH 12PK14,BEER,,FABIANO,3110,GRIFFIN,147,
BUSCH 25OZ,018200250033,14,BUSCH 25OZ14,BEER,,FABIANO,3155,GRIFFIN,144,
BUSCH 30PK,018200610301,14,BUSCH 30PK14,BEER,,FABIANO,3130,GRIFFIN,239,
BUSCH LIGHT 12PK,018200008016,14,BUSCH LIGHT 12PK14,BEER,,FABIANO,3210,GRIFFIN,152,
BUSCH LIGHT 16OZ 6PK,018200004261,14,BUSCH LIGHT 16OZ 6PK14,BEER,,FABIANO,3211,GRIFFIN,154,
BUSCH LIGHT 25OZ,018200250040,14,BUSCH LIGHT 25OZ14,BEER,,FABIANO,3255,GRIFFIN,237,
BUSCH LIGHT 30PK,018200860317,14,BUSCH LIGHT 30PK14,BEER,,FABIANO,3230,GRIFFIN,238,
BUSCH LIGHT 6PK BTL,018200008030,14,BUSCH LIGHT 6PK BTL14,BEER,,FABIANO,3202,GRIFFIN,150,
CAPTAIN MORGAN COLADA VP 12PK,082000812319,14,CAPTAIN MORGAN COLADA VP 12PK14,BEER,,FABIANO,50804,GRIFFIN,9746,
CARBLISS VP 8PK,860007988837,14,CARBLISS VP 8PK14,BEER,,JPO,99966,ALPENA,107046,
CIDER BOYS STRAWB 6PK B,088733900125,14,CIDER BOYS STRAWB 6PK B14,BEER,,JPO,6126,ALPENA,1080,
COORS BANQUET 24OZ,071990100711,14,COORS BANQUET 24OZ14,BEER,,JPO,12028,ALPENA,1124,
COORS BANQUET 24PK,071990116002,14,COORS BANQUET 24PK14,BEER,,JPO,12020,ALPENA,1105,
COORS LIGHT 15PK,071990301071,14,COORS LIGHT 15PK14,BEER,,JPO,12128,ALPENA,1244,
COORS LIGHT 16OZ 6PK,071990320003,14,COORS LIGHT 16OZ 6PK14,BEER,,JPO,12126,ALPENA,1216,
COORS LIGHT 24OZ,071990300654,14,COORS LIGHT 24OZ14,BEER,,JPO,12134,ALPENA,1206,
COORS LIGHT 24PK,071990316006,14,COORS LIGHT 24PK14,BEER,,JPO,12120,ALPENA,1205,
COORS LIGHT 6PK BTL,071990300050,14,COORS LIGHT 6PK BTL14,BEER,,JPO,12102,ALPENA,1227,
COORS LIGHT ALUM 16OZ 15PK,071990095277,14,COORS LIGHT ALUM 16OZ 15PK14,BEER,,JPO,12117,ALPENA,12761,
COORS LIGHT STBY 6PK,071990170288,14,COORS LIGHT STBY 6PK14,BEER,,JPO,12002,ALPENA,1125,
CORONA 6PK BTL,080660956053,14,CORONA 6PK BTL14,BEER,,FABIANO,80802,ALPENA,3820,
FIREBALL 50ml,088004040888,14,FIREBALL 50ml14,BEER,,FABIANO,71600,GRIFFIN,5381,
FOUNDERS AD PEACH 6PK,642860151647,14,FOUNDERS AD PEACH 6PK14,BEER,,FABIANO,29542,GRIFFIN,9659,
FOUNDERS ALL DAY 15PK,642860900245,14,FOUNDERS ALL DAY 15PK14,BEER,,FABIANO,29830,GRIFFIN,1429,
FOUNDERS ALL DAY 19.2OZ,642860130246,14,FOUNDERS ALL DAY 19.2OZ14,BEER,,FABIANO,29892,GRIFFIN,7962,
FOUNDERS WATER HAZARD 6PK,642860151791,14,FOUNDERS WATER HAZARD 6PK14,BEER,,FABIANO,29599,GRIFFIN,9749,
FOUR LOKO SOUR 23.5OZ,849806004948,14,FOUR LOKO SOUR 23.5OZ14,BEER,,NORTHERN PRODUCT,,GRIFFIN,7877,
FOUR LOKO USA 24OZ,849806004726,14,FOUR LOKO USA 24OZ14,BEER,,NORTHERN PRODUCT,,GRIFFIN,7233,
GOODBOY JOHN D 20OZ,850041804354,14,GOODBOY JOHN D 20OZ14,BEER,,FABIANO,82215,GRIFFIN,9372,
GOODBOY TEA VP 8PK,850041804163,14,GOODBOY TEA VP 8PK14,BEER,,FABIANO,82208,GRIFFIN,8098,
HEINEKEN 6PK,072890000118,14,HEINEKEN 6PK14,BEER,,FABIANO,62502,GRIFFIN,1356,
KEYSTONE LIGHT 24PK,071990480066,14,KEYSTONE LIGHT 24PK14,BEER,,JPO,12442,ALPENA,1606,
LABATT BLUE 15PK,070310010129,14,LABATT BLUE 15PK14,BEER,,FABIANO,82430,GRIFFIN,3218,
LABATT BLUE 16OZ 12PK,070310015377,14,LABATT BLUE 16OZ 12PK14,BEER,,FABIANO,82414,GRIFFIN,9682,
LABATT BLUE 24OZ,062067051623,14,LABATT BLUE 24OZ14,BEER,,FABIANO,82406,GRIFFIN,1342,
LABATT BLUE 24PK,062067051418,14,LABATT BLUE 24PK14,BEER,,FABIANO,82409,GRIFFIN,1330,
LABATT BLUE 6PK BTL,062067051722,14,LABATT BLUE 6PK BTL14,BEER,,FABIANO,82402,GRIFFIN,1326,
LABATT LIGHT 15PK,070310010099,14,LABATT LIGHT 15PK14,BEER,,FABIANO,82630,GRIFFIN,3219,
LABATT LIGHT 16OZ 12PK,070310015384,14,LABATT LIGHT 16OZ 12PK14,BEER,,FABIANO,82489,GRIFFIN,9683,
LABATT LIGHT 24OZ,062067049620,14,LABATT LIGHT 24OZ14,BEER,,FABIANO,82606,GRIFFIN,1339,
LABATT LIGHT 24PK,062067049415,14,LABATT LIGHT 24PK14,BEER,,FABIANO,82609,GRIFFIN,1335,
LABATT LIGHT 6PK BTL,062067049729,14,LABATT LIGHT 6PK BTL14,BEER,,FABIANO,82602,GRIFFIN,1328,
LEINENKUGEL SEASONAL 6PK BTL,034100516055,14,LEINENKUGEL SEASONAL 6PK BTL14,BEER,,JPO,45205,ALPENA,7205,
LONG DRINK 6PK,860272001446,14,LONG DRINK 6PK14,BEER,,JPO,89090,GRIFFIN,7425,
LONG DRINK ZERO 19OZ,860013382018,14,LONG DRINK ZERO 19OZ14,BEER,,JPO,89060,GRIFFIN,9307,
LONG DRINK ZERO VP 12PK,860010793862,14,LONG DRINK ZERO VP 12PK14,BEER,,JPO,89066,GRIFFIN,9108,
MICH ULTRA 12PK BTL,018200059902,14,MICH ULTRA 12PK BTL14,BEER,,FABIANO,7103,GRIFFIN,181,
MICH ULTRA 15PK,018200202841,14,MICH ULTRA 15PK14,BEER,,FABIANO,7196,GRIFFIN,153,
MICH ULTRA 16OZ 4PK,018200005244,14,MICH ULTRA 16OZ 4PK14,BEER,,FABIANO,7164,GRIFFIN,9962,
MICH ULTRA 24PK,018200967153,14,MICH ULTRA 24PK14,BEER,,FABIANO,7109,GRIFFIN,223,
MICH ULTRA 25OZ,018200250101,14,MICH ULTRA 25OZ14,BEER,,FABIANO,7155,GRIFFIN,189,
MICH ULTRA 6PK B,018200059896,14,MICH ULTRA 6PK B14,BEER,,FABIANO,7102,GRIFFIN,193,
MICH ULTRA 8PK,018200239861,14,MICH ULTRA 8PK14,BEER,,FABIANO,7157,GRIFFIN,6790,
MIKES HARDER BLK CHERRY 24OZ,635985132158,14,MIKES HARDER BLK CHERRY 24OZ14,BEER,,JPO,16301,ALPENA,7446,
MIKES HARDER DIRTY LEM 12PK,635985000891,14,MIKES HARDER DIRTY LEM 12PK14,BEER,,JPO,93700,ALPENA,9822,
MIKES HARDER LEMONADE 24OZ,635985245834,14,MIKES HARDER LEMONADE 24OZ14,BEER,,JPO,16189,ALPENA,6046,
MIKES HARDER PINK 24OZ,635985000631,14,MIKES HARDER PINK 24OZ14,BEER,,JPO,16208,ALPENA,6146,
MILLER HIGH LIFE 24OZ,034100000059,14,MILLER HIGH LIFE 24OZ14,BEER,,JPO,1346,ALPENA,146,
MILLER LITE 15PK,034100573447,14,MILLER LITE 15PK14,BEER,,JPO,57354,ALPENA,5744,
MILLER LITE 16OZ 6PK,034100003579,14,MILLER LITE 16OZ 6PK14,BEER,,JPO,57307,ALPENA,5707,
MILLER LITE 24OZ,034100003555,14,MILLER LITE 24OZ14,BEER,,JPO,57346,ALPENA,5746,
MILLER LITE 24PK,034100573065,14,MILLER LITE 24PK14,BEER,,JPO,57306,ALPENA,5706,
MILLER LITE 6PK BTL,034100575052,14,MILLER LITE 6PK BTL14,BEER,,JPO,57205,ALPENA,5705,
MILLER LITE ALUM 16OZ 15PK,034100577070,14,MILLER LITE ALUM 16OZ 15PK14,BEER,,JPO,57348,ALPENA,5776,
MILW BEST ICE 24OZ,034100008208,14,MILW BEST ICE 24OZ14,BEER,,JPO,30346,ALPENA,3046,
MODELO 24OZ,080660957210,14,MODELO 24OZ14,BEER,,FABIANO,87706,ALPENA,3924,
MODELO 6PK,080660957654,14,MODELO 6PK14,BEER,,FABIANO,87702,ALPENA,3845,
MODELO CHELADA 24OZ,080660957968,14,MODELO CHELADA 24OZ14,BEER,,FABIANO,87745,ALPENA,3934,
MTN DEW BAJA HARD VP 12PK,087692020370,14,MTN DEW BAJA HARD VP 12PK14,BEER,,FABIANO,81472,ALPENA,2122,
NAT DADDY 25OZ,018200250132,14,NAT DADDY 25OZ14,BEER,,FABIANO,4355,GRIFFIN,180,
NAT ICE 25OZ,018200250088,14,NAT ICE 25OZ14,BEER,,FABIANO,4255,GRIFFIN,176,
NAT LIGHT 25OZ,018200250026,14,NAT LIGHT 25OZ14,BEER,,FABIANO,4155,GRIFFIN,178,
NUTRL FRUIT VP 8PK,018200203527,14,NUTRL FRUIT VP 8PK14,BEER,,FABIANO,10277,GRIFFIN,7295,
PBR 30PK,022100112193,14,PBR 30PK14,BEER,,FABIANO,34530,GRIFFIN,1103,
SAM ADAMS CHERRY WHEAT 6PK,087692271024,14,SAM ADAMS CHERRY WHEAT 6PK14,BEER,,FABIANO,81202,ALPENA,8102,
SAM ADAMS SEASONAL 6PK,087692300502,14,SAM ADAMS SEASONAL 6PK14,BEER,,FABIANO,81172,ALPENA,8101,
SIMPLY SPIKED BOLD VP 12PK,810078782636,14,SIMPLY SPIKED BOLD VP 12PK14,BEER,,JPO,94393,ALPENA,3622,
SIMPLY SPIKED STRAWBERRY 24OZ,810078780625,14,SIMPLY SPIKED STRAWBERRY 24OZ14,BEER,,JPO,94392,ALPENA,7524,
SMIRNOFF ICE ISLA 12PK,082000813040,14,SMIRNOFF ICE ISLA 12PK14,BEER,,FABIANO,50638,GRIFFIN,9743,
SMIRNOFF ICE STRAW SUN 6PK B,082000813026,14,SMIRNOFF ICE STRAW SUN 6PK B14,BEER,,FABIANO,50639,GRIFFIN,9742,
SMIRNOFF SEASONAL 6PK 1,082000782506,14,SMIRNOFF SEASONAL 6PK 114,BEER,,FABIANO,50011,GRIFFIN,1460,
SMIRNOFF SMASH RASP LEMON 23.5OZ,082000791652,14,SMIRNOFF SMASH RASP LEMON 23.5OZ14,BEER,,FABIANO,50427,GRIFFIN,6430,
SMIRNOFF SMASH STRAW PASS 24OZ,082000814368,14,SMIRNOFF SMASH STRAW PASS 24OZ14,BEER,,FABIANO,50641,GRIFFIN,9745,
SMIRNOFF SUNNY VP 12PK,082000809098,14,SMIRNOFF SUNNY VP 12PK14,BEER,,FABIANO,50636,GRIFFIN,9115,
SMIRNOFFNOFF RWB SMASH 23.5OZ,082000795223,14,SMIRNOFFNOFF RWB SMASH 23.5OZ14,BEER,,FABIANO,50456,GRIFFIN,6098,
SUN CRUISER TEA VP 8PK,087692020301,14,SUN CRUISER TEA VP 8PK14,BEER,,FABIANO,82052,ALPENA,106328,
SURFSIDE VP 8PK,850025605564,14,SURFSIDE VP 8PK14,BEER,,JPO,97503,ALPENA,103038,
TRULY BERRY VP 12PK,087692006862,14,TRULY BERRY VP 12PK14,BEER,,FABIANO,81911,ALPENA,4804,
TRULY CITRUS 24OZ,087692018100,14,TRULY CITRUS 24OZ14,BEER,,FABIANO,82020,ALPENA,8424,
TRULY LEMON VP 12PK,087692009917,14,TRULY LEMON VP 12PK14,BEER,,FABIANO,81916,ALPENA,5012,
TRULY WILDBRY 24OZ,087692009511,14,TRULY WILDBRY 24OZ14,BEER,,FABIANO,81940,ALPENA,4024,
TWISTED EXTREME VP 12PK,087692023722,14,TWISTED EXTREME VP 12PK14,BEER,,FABIANO,82082,ALPENA,7332,
TWISTED TEA 12PK,087692831341,14,TWISTED TEA 12PK14,BEER,,FABIANO,82110,ALPENA,7412,
TWISTED TEA 16OZ 4PK,087692023159,14,TWISTED TEA 16OZ 4PK14,BEER,,FABIANO,82029,ALPENA,7426,
TWISTED TEA 24OZ,087692832317,14,TWISTED TEA 24OZ14,BEER,,FABIANO,82106,ALPENA,8024,
TWISTED TEA BLACK CHERRY 24OZ,087692010753,14,TWISTED TEA BLACK CHERRY 24OZ14,BEER,,FABIANO,82136,ALPENA,7324,
TWISTED TEA HALF & HALF 12PK,087692751342,14,TWISTED TEA HALF & HALF 12PK14,BEER,,FABIANO,82121,ALPENA,7425,
TWISTED TEA HALF & HALF 24OZ,087692752318,14,TWISTED TEA HALF & HALF 24OZ14,BEER,,FABIANO,82006,ALPENA,7424,
TWISTED TEA LIGHT 16OZ 4PK,087692023203,14,TWISTED TEA LIGHT 16OZ 4PK14,BEER,,FABIANO,82028,ALPENA,7566,
TWISTED TEA LIGHT VP 12PK,087692015161,14,TWISTED TEA LIGHT VP 12PK14,BEER,,FABIANO,82198,ALPENA,9025,
TWISTED TEA PEACH 24OZ,087692004905,14,TWISTED TEA PEACH 24OZ14,BEER,,FABIANO,82101,ALPENA,5924,
TWISTED TEA RASP 24OZ,087692852315,14,TWISTED TEA RASP 24OZ14,BEER,,FABIANO,82126,ALPENA,7124,
TWISTED TEA VP 12PK,087692003786,14,TWISTED TEA VP 12PK14,BEER,,FABIANO,82130,ALPENA,7525,
WHITE CLAW BLACK CHERRY 19OZ,635985801986,14,WHITE CLAW BLACK CHERRY 19OZ14,BEER,,JPO,15130,ALPENA,6719,
WHITE CLAW MANGO 19OZ,635985802136,14,WHITE CLAW MANGO 19OZ14,BEER,,JPO,15128,ALPENA,6819,
WHITE CLAW VP1 12PK,635985548904,14,WHITE CLAW VP1 12PK14,BEER,,JPO,937,ALPENA,6715,
WHITE CLAW VP3 12PK,635985800262,14,WHITE CLAW VP3 12PK14,BEER,,JPO,935,ALPENA,6722,
YUENGLING 12PK B,089924278962,14,YUENGLING 12PK B14,BEER,,JPO,20056,ALPENA,1951,
YUENGLING 24OZ,089924600244,14,YUENGLING 24OZ14,BEER,,JPO,20059,ALPENA,1908,
YUENGLING 24PK,089924880073,14,YUENGLING 24PK14,BEER,,JPO,20055,ALPENA,1906,
YUENGLING 6PK B,089924278917,14,YUENGLING 6PK B14,BEER,,JPO,20061,ALPENA,1925,
YUENGLING BLACK & TAN 12PK,089924266907,14,YUENGLING BLACK & TAN 12PK14,BEER,,JPO,20070,ALPENA,1902,
YUENGLING FLIGHT 12PK B,089924770138,14,YUENGLING FLIGHT 12PK B14,BEER,,JPO,20067,ALPENA,1928,
YUENGLING FLIGHT 24PK,089924770237,14,YUENGLING FLIGHT 24PK14,BEER,,JPO,20066,ALPENA,1996,
YUENGLING FLIGHT 6PK B,089924770145,14,YUENGLING FLIGHT 6PK B14,BEER,,JPO,20071,ALPENA,1955,
YUENGLING LIGHT 24PK,089924200000,14,YUENGLING LIGHT 24PK14,BEER,,JPO,20060,ALPENA,1926,
7UP 20OZ,078000001617,14,7UP 20OZ14,PB,,7-UP,10001108,7-UP,10001108,
A&W ROOTBEER 20OZ,078000052404,14,A&W ROOTBEER 20OZ14,PB,,7-UP,10001096,7-UP,10001096,
A&W ZERO SUGAR 20OZ,078000053401,14,A&W ZERO SUGAR 20OZ14,PB,,7-UP,10001122,7-UP,10001122,
ABSOPURE WATER 20OZ,046121262422,14,ABSOPURE WATER 20OZ14,PB,,GRIFFIN,2623,GRIFFIN,2623,
Alani Breeze Berry 12OZ,810030511052,14,Alani Breeze Berry 12OZ14,PB,,PEPSI,333531,PEPSI,333531,
Alani Cherry Slush 12OZ,810030512257,14,Alani Cherry Slush 12OZ14,PB,,PEPSI,333534,PEPSI,333534,
Alani Cherry Twist 12OZ,810030518082,14,Alani Cherry Twist 12OZ14,PB,,PEPSI,8082,PEPSI,8082,
Alani Cotton Candy 12OZ,810030519171,14,Alani Cotton Candy 12OZ14,PB,,PEPSI,333532,PEPSI,333532,
Alani Hawaiian 12OZ,850645008387,14,Alani Hawaiian 12OZ14,PB,,PEPSI,333509,PEPSI,333509,
ALANI NU ENERGY LTO,LTO,14,ALANI NU ENERGY LTO14,PB,LTO,PEPSI,-,PEPSI,-,
Alani Orange 12OZ,850645008363,14,Alani Orange 12OZ14,PB,,PEPSI,333517,PEPSI,333517,
Alani Peach 12OZ,810030513827,14,Alani Peach 12OZ14,PB,,PEPSI,333510,PEPSI,333510,
Alani Pink Slush 12OZ,810030518501,14,Alani Pink Slush 12OZ14,PB,,PEPSI,333518,PEPSI,333518,
Alani Purple Cotton Candy 12OZ,810175042244,14,Alani Purple Cotton Candy 12OZ14,PB,LTO,PEPSI,42244,PEPSI,42244,Placeholder VIN
Alani Strawberry Sunrise 12OZ,810030519133,14,Alani Strawberry Sunrise 12OZ14,PB,,PEPSI,334628,PEPSI,334628,
Alani Watermelon 12OZ,810030510482,14,Alani Watermelon 12OZ14,PB,,PEPSI,333490,PEPSI,333490,
AMP 16OZ,012000016431,14,AMP 16OZ14,PB,,PEPSI,150000,PEPSI,150000,
AQUAFINA 1LT,012000001574,14,AQUAFINA 1LT14,PB,,PEPSI,32065,PEPSI,32065,
AQUAFINA 20OZ,012000001598,14,AQUAFINA 20OZ14,PB,,PEPSI,31321,PEPSI,31321,
ARIZONA ARNOLD PALMER TEA 24OZ,613008719302,14,ARIZONA ARNOLD PALMER TEA 24OZ14,PB,,GRIFFIN,1947,GRIFFIN,1947,
ARIZONA GREEN TEA 24OZ,613008756420,14,ARIZONA GREEN TEA 24OZ14,PB,,GRIFFIN,2543,GRIFFIN,2543,
ARIZONA PALMER ZERO 24OZ,613008728571,14,ARIZONA PALMER ZERO 24OZ14,PB,,GRIFFIN,2685,GRIFFIN,2685,
ARIZONA RASPBERRY 24OZ,613008735470,14,ARIZONA RASPBERRY 24OZ14,PB,,GRIFFIN,2579,GRIFFIN,2579,
